;Date;Time;Comp;Round;Day;Venue;Result;GF;GA;Opponent;xG;xGA;Poss;Attendance;Captain;Formation;Referee;Match Report;Notes;team;key;Sh;SoT;Dist;FK;PK;Att;Cmp%;CrdY;CrdR;2CrdY;Fls;Off;Int;age;value
0;2021-08-22;18:30;Serie A;Matchweek 1;Sun;Away;D;2;2;Udinese;1.1;1.8;56.0;9660.0;Paulo Dybala;4-4-2;Ivan Pezzuto;Match Report;;Juventus;2021-08-2218:30Serie AMatchweek 1AwayDUdineseJuventus;10.0;3.0;16.3;0.0;0;564.0;85.6;3;0;0;14.0;3.0;13.0;25.0;€642.50m
1;2021-08-28;20:45;Serie A;Matchweek 2;Sat;Home;L;0;1;Empoli;1.6;0.8;54.0;17584.0;Paulo Dybala;4-3-1-2;Davide Ghersini;Match Report;;Juventus;2021-08-2820:45Serie AMatchweek 2HomeLEmpoliJuventus;18.0;5.0;17.1;0.0;0;477.0;79.5;2;0;0;10.0;1.0;11.0;25.0;€642.50m
2;2021-09-11;18:00;Serie A;Matchweek 3;Sat;Away;L;1;2;Napoli;1.2;2.3;33.0;23500.0;Giorgio Chiellini;4-3-3;Massimiliano Irrati;Match Report;;Juventus;2021-09-1118:00Serie AMatchweek 3AwayLNapoliJuventus;8.0;4.0;14.5;0.0;0;338.0;79.9;1;0;0;16.0;3.0;4.0;25.0;€642.50m
3;2021-09-14;21:00;Champions Lg;Group stage;Tue;Away;W;3;0;se Malmö;3.5;0.4;60.0;5832.0;Paulo Dybala;4-4-2;Artur Dias;Match Report;;Juventus;2021-09-1421:00Champions LgGroup stageAwayWse MalmöJuventus;15.0;7.0;16.7;0.0;1;657.0;87.1;1;0;0;11.0;4.0;11.0;25.0;€642.50m
4;2021-09-19;20:45;Serie A;Matchweek 4;Sun;Home;D;1;1;Milan;1.2;1.0;44.0;18785.0;Giorgio Chiellini;4-4-2;Daniele Doveri;Match Report;;Juventus;2021-09-1920:45Serie AMatchweek 4HomeDMilanJuventus;9.0;4.0;15.9;0.0;0;423.0;82.3;1;0;0;13.0;3.0;7.0;25.0;€642.50m
5;2021-09-22;18:30;Serie A;Matchweek 5;Wed;Away;W;3;2;Spezia;2.4;0.9;60.0;5700.0;Paulo Dybala;4-4-2;Gianluca Aureliano;Match Report;;Juventus;2021-09-2218:30Serie AMatchweek 5AwayWSpeziaJuventus;26.0;9.0;18.1;2.0;0;567.0;83.4;1;0;0;10.0;0.0;6.0;25.0;€642.50m
6;2021-09-26;12:30;Serie A;Matchweek 6;Sun;Home;W;3;2;Sampdoria;2.9;0.5;50.0;15381.0;Paulo Dybala;4-4-2;Giovanni Ayroldi;Match Report;;Juventus;2021-09-2612:30Serie AMatchweek 6HomeWSampdoriaJuventus;15.0;5.0;18.7;0.0;1;496.0;79.4;4;0;0;22.0;0.0;12.0;25.0;€642.50m
7;2021-09-29;21:00;Champions Lg;Group stage;Wed;Home;W;1;0;eng Chelsea;0.9;1.3;28.0;19934.0;Leonardo Bonucci;4-3-3;Jesús Gil;Match Report;;Juventus;2021-09-2921:00Champions LgGroup stageHomeWeng ChelseaJuventus;6.0;1.0;16.4;1.0;0;318.0;73.3;1;0;0;8.0;4.0;13.0;25.0;€642.50m
8;2021-10-02;18:00;Serie A;Matchweek 7;Sat;Away;W;1;0;Torino;1.1;1.1;52.0;12073.0;Giorgio Chiellini;4-4-2;Paolo Valeri;Match Report;;Juventus;2021-10-0218:00Serie AMatchweek 7AwayWTorinoJuventus;10.0;3.0;18.0;0.0;0;481.0;78.6;1;0;0;14.0;0.0;7.0;25.0;€642.50m
9;2021-10-17;20:45;Serie A;Matchweek 8;Sun;Home;W;1;0;Roma;1.0;1.9;47.0;20239.0;Giorgio Chiellini;4-4-2;Daniele Orsato;Match Report;;Juventus;2021-10-1720:45Serie AMatchweek 8HomeWRomaJuventus;6.0;2.0;13.1;0.0;0;511.0;84.0;3;0;0;18.0;3.0;7.0;25.0;€642.50m
10;2021-10-20;22:00;Champions Lg;Group stage;Wed;Away;W;1;0;ru Zenit;1.2;0.6;58.0;18717.0;Leonardo Bonucci;4-3-3;Sandro Schärer;Match Report;;Juventus;2021-10-2022:00Champions LgGroup stageAwayWru ZenitJuventus;11.0;2.0;18.7;0.0;0;614.0;85.0;2;0;0;10.0;0.0;7.0;25.0;€642.50m
11;2021-10-24;20:45;Serie A;Matchweek 9;Sun;Away;D;1;1;Inter;2.0;0.8;51.0;56532.0;Giorgio Chiellini;4-4-2;Maurizio Mariani;Match Report;;Juventus;2021-10-2420:45Serie AMatchweek 9AwayDInterJuventus;15.0;3.0;21.6;1.0;1;529.0;83.2;2;0;0;15.0;3.0;8.0;25.0;€642.50m
12;2021-10-27;18:30;Serie A;Matchweek 10;Wed;Home;L;1;2;Sassuolo;1.3;0.9;57.0;18288.0;Paulo Dybala;4-4-2;Juan Sacchi;Match Report;;Juventus;2021-10-2718:30Serie AMatchweek 10HomeLSassuoloJuventus;14.0;2.0;15.5;0.0;0;554.0;83.9;1;0;0;21.0;8.0;4.0;25.0;€642.50m
13;2021-10-30;18:00;Serie A;Matchweek 11;Sat;Away;L;1;2;Hellas Verona;1.3;1.7;55.0;22314.0;Giorgio Chiellini;4-4-2;Livio Marinelli;Match Report;;Juventus;2021-10-3018:00Serie AMatchweek 11AwayLHellas VeronaJuventus;15.0;4.0;18.8;0.0;0;592.0;79.6;3;0;0;8.0;0.0;9.0;25.0;€642.50m
14;2021-11-02;21:00;Champions Lg;Group stage;Tue;Home;W;4;2;ru Zenit;2.7;1.3;58.0;20053.0;Paulo Dybala;4-4-2;Alejandro Hernández;Match Report;;Juventus;2021-11-0221:00Champions LgGroup stageHomeWru ZenitJuventus;25.0;9.0;17.7;0.0;1;631.0;87.0;2;0;0;12.0;2.0;13.0;25.0;€642.50m
15;2021-11-06;18:00;Serie A;Matchweek 12;Sat;Home;W;1;0;Fiorentina;0.9;0.6;50.0;6953.0;Paulo Dybala;4-4-2;Simone Sozza;Match Report;;Juventus;2021-11-0618:00Serie AMatchweek 12HomeWFiorentinaJuventus;13.0;3.0;16.0;0.0;0;429.0;80.4;2;0;0;15.0;5.0;8.0;25.0;€642.50m
16;2021-11-20;18:00;Serie A;Matchweek 13;Sat;Away;W;2;0;Lazio;2.5;0.3;42.0;45000.0;Leonardo Bonucci;3-1-4-2;Marco Di Bello;Match Report;;Juventus;2021-11-2018:00Serie AMatchweek 13AwayWLazioJuventus;9.0;3.0;16.3;0.0;2;489.0;84.7;1;0;0;15.0;0.0;12.0;25.0;€642.50m
17;2021-11-23;20:00;Champions Lg;Group stage;Tue;Away;L;0;4;eng Chelsea;0.7;3.0;46.0;39513.0;Leonardo Bonucci;4-4-2;Srđan Jovanović;Match Report;;Juventus;2021-11-2320:00Champions LgGroup stageAwayLeng ChelseaJuventus;8.0;1.0;21.9;0.0;0;472.0;81.8;1;0;0;13.0;0.0;11.0;25.0;€642.50m
18;2021-11-27;18:00;Serie A;Matchweek 14;Sat;Home;L;0;1;Atalanta;1.0;0.6;59.0;29886.0;Paulo Dybala;4-4-2;Giovanni Ayroldi;Match Report;;Juventus;2021-11-2718:00Serie AMatchweek 14HomeLAtalantaJuventus;15.0;2.0;18.4;1.0;0;576.0;83.5;4;0;0;13.0;1.0;12.0;25.0;€642.50m
19;2021-11-30;20:45;Serie A;Matchweek 15;Tue;Away;W;2;0;Salernitana;2.0;0.3;73.0;19500.0;Giorgio Chiellini;4-2-3-1;Francesco Fourneau;Match Report;;Juventus;2021-11-3020:45Serie AMatchweek 15AwayWSalernitanaJuventus;17.0;7.0;20.2;1.0;0;850.0;91.1;1;0;0;9.0;3.0;7.0;25.0;€642.50m
20;2021-12-05;20:45;Serie A;Matchweek 16;Sun;Home;W;2;0;Genoa;2.8;0.0;70.0;18458.0;Giorgio Chiellini;4-2-3-1;Daniele Chiffi;Match Report;;Juventus;2021-12-0520:45Serie AMatchweek 16HomeWGenoaJuventus;27.0;12.0;18.4;0.0;0;789.0;89.5;3;0;0;15.0;3.0;7.0;25.0;€642.50m
21;2021-12-08;18:45;Champions Lg;Group stage;Wed;Home;W;1;0;se Malmö;2.1;0.2;58.0;17501.0;Paulo Dybala;4-2-3-1;Irfan Peljto;Match Report;;Juventus;2021-12-0818:45Champions LgGroup stageHomeWse MalmöJuventus;16.0;7.0;15.5;0.0;0;672.0;84.7;1;0;0;6.0;0.0;10.0;25.0;€642.50m
22;2021-12-11;18:00;Serie A;Matchweek 17;Sat;Away;D;1;1;Venezia;2.3;0.5;60.0;8350.0;Paulo Dybala;4-2-3-1;Paolo Valeri;Match Report;;Juventus;2021-12-1118:00Serie AMatchweek 17AwayDVeneziaJuventus;20.0;6.0;17.3;1.0;0;600.0;83.3;2;0;0;10.0;0.0;10.0;25.0;€642.50m
23;2021-12-18;18:00;Serie A;Matchweek 18;Sat;Away;W;2;0;Bologna;1.0;0.6;43.0;22394.0;Leonardo Bonucci;4-3-3;Daniele Orsato;Match Report;;Juventus;2021-12-1818:00Serie AMatchweek 18AwayWBolognaJuventus;11.0;7.0;17.4;0.0;0;441.0;77.1;1;0;0;19.0;1.0;9.0;25.0;€642.50m
24;2021-12-21;20:45;Serie A;Matchweek 19;Tue;Home;W;2;0;Cagliari;1.5;0.9;63.0;11197.0;Leonardo Bonucci;4-3-3;Federico Dionisi;Match Report;;Juventus;2021-12-2120:45Serie AMatchweek 19HomeWCagliariJuventus;15.0;4.0;13.3;0.0;0;629.0;84.3;0;0;0;16.0;3.0;3.0;25.0;€642.50m
25;2022-01-06;20:45;Serie A;Matchweek 20;Thu;Home;D;1;1;Napoli;1.6;1.0;44.0;19301.0;Juan Cuadrado;4-3-3;Simone Sozza;Match Report;;Juventus;2022-01-0620:45Serie AMatchweek 20HomeDNapoliJuventus;22.0;5.0;18.3;2.0;0;488.0;84.8;2;0;0;8.0;1.0;15.0;25.0;€642.50m
26;2022-01-09;18:30;Serie A;Matchweek 21;Sun;Away;W;4;3;Roma;1.2;2.4;47.0;33178.0;Paulo Dybala;4-4-1-1;Davide Massa;Match Report;;Juventus;2022-01-0918:30Serie AMatchweek 21AwayWRomaJuventus;14.0;5.0;21.4;1.0;0;421.0;83.1;4;1;1;12.0;0.0;11.0;25.0;€642.50m
27;2022-01-12;21:00;Supercoppa Italiana;Supercoppa Italiana;Wed;Away;L;1;2;Inter;;;37.0;29696.0;Giorgio Chiellini;4-4-1-1;Daniele Doveri;Match Report;Required Extra Time;Juventus;2022-01-1221:00Supercoppa ItalianaSupercoppa ItalianaAwayLInterJuventus;8.0;2.0;;;0;;;3;0;0;17.0;;15.0;25.0;€642.50m
28;2022-01-15;20:45;Serie A;Matchweek 22;Sat;Home;W;2;0;Udinese;1.3;0.9;66.0;5000.0;Paulo Dybala;4-4-2;Antonio Giua;Match Report;;Juventus;2022-01-1520:45Serie AMatchweek 22HomeWUdineseJuventus;14.0;4.0;19.1;1.0;0;710.0;86.5;1;0;0;13.0;1.0;14.0;25.0;€642.50m
29;2022-01-18;21:00;Coppa Italia;Round of 16;Tue;Home;W;4;1;Sampdoria;;;63.0;5000.0;Juan Cuadrado;4-4-1-1;Francesco Fourneau;Match Report;;Juventus;2022-01-1821:00Coppa ItaliaRound of 16HomeWSampdoriaJuventus;27.0;15.0;;;1;;;1;0;0;15.0;1.0;9.0;25.0;€642.50m
30;2022-01-23;20:45;Serie A;Matchweek 23;Sun;Away;D;0;0;Milan;0.5;0.9;53.0;5000.0;Giorgio Chiellini;4-4-2;Marco Di Bello;Match Report;;Juventus;2022-01-2320:45Serie AMatchweek 23AwayDMilanJuventus;8.0;0.0;17.5;0.0;0;560.0;83.4;2;0;0;19.0;3.0;12.0;25.0;€642.50m
31;2022-02-06;20:45;Serie A;Matchweek 24;Sun;Home;W;2;0;Hellas Verona;1.6;0.8;47.0;17016.0;Giorgio Chiellini;4-3-3;Luca Massimi;Match Report;;Juventus;2022-02-0620:45Serie AMatchweek 24HomeWHellas VeronaJuventus;11.0;8.0;18.3;0.0;0;468.0;77.1;1;0;0;11.0;0.0;16.0;25.0;€642.50m
32;2022-02-10;21:00;Coppa Italia;Quarter-finals;Thu;Home;W;2;1;Sassuolo;;;45.0;16111.0;Leonardo Bonucci;4-2-3-1;Livio Marinelli;Match Report;;Juventus;2022-02-1021:00Coppa ItaliaQuarter-finalsHomeWSassuoloJuventus;20.0;10.0;;;0;;;0;0;0;6.0;6.0;8.0;25.0;€642.50m
33;2022-02-13;20:45;Serie A;Matchweek 25;Sun;Away;D;1;1;Atalanta;0.9;2.6;48.0;9731.0;Paulo Dybala;4-3-3;Maurizio Mariani;Match Report;;Juventus;2022-02-1320:45Serie AMatchweek 25AwayDAtalantaJuventus;15.0;6.0;18.2;0.0;0;512.0;78.1;3;0;0;9.0;3.0;11.0;25.0;€642.50m
34;2022-02-18;20:45;Serie A;Matchweek 26;Fri;Home;D;1;1;Torino;0.8;0.8;46.0;20132.0;Paulo Dybala;4-3-2-1;Davide Massa;Match Report;;Juventus;2022-02-1820:45Serie AMatchweek 26HomeDTorinoJuventus;12.0;3.0;17.8;1.0;0;412.0;76.5;1;0;0;16.0;0.0;5.0;25.0;€642.50m
35;2022-02-22;21:00;Champions Lg;Round of 16;Tue;Away;D;1;1;es Villarreal;0.7;1.3;46.0;17686.0;Alex Sandro;3-5-2;Daniel Siebert;Match Report;Leg 1 of 2;Juventus;2022-02-2221:00Champions LgRound of 16AwayDes VillarrealJuventus;7.0;2.0;17.7;0.0;0;487.0;82.1;1;0;0;12.0;3.0;18.0;25.0;€642.50m
36;2022-02-26;18:00;Serie A;Matchweek 27;Sat;Away;W;3;2;Empoli;2.2;1.3;47.0;11890.0;Leonardo Bonucci;4-4-2;Fabio Maresca;Match Report;;Juventus;2022-02-2618:00Serie AMatchweek 27AwayWEmpoliJuventus;12.0;5.0;14.0;0.0;0;463.0;80.1;0;0;0;8.0;0.0;9.0;25.0;€642.50m
37;2022-03-02;21:00;Coppa Italia;Semi-finals;Wed;Away;W;1;0;Fiorentina;;;45.0;28039.0;Danilo;3-5-2;Marco Guida;Match Report;Leg 1 of 2;Juventus;2022-03-0221:00Coppa ItaliaSemi-finalsAwayWFiorentinaJuventus;6.0;1.0;;;0;;;2;0;0;13.0;0.0;5.0;25.0;€642.50m
38;2022-03-06;18:00;Serie A;Matchweek 28;Sun;Home;W;1;0;Spezia;1.5;0.6;56.0;26475.0;Juan Cuadrado;4-4-2;Francesco Fourneau;Match Report;;Juventus;2022-03-0618:00Serie AMatchweek 28HomeWSpeziaJuventus;10.0;3.0;16.1;0.0;0;619.0;86.9;3;0;0;14.0;3.0;7.0;25.0;€642.50m
39;2022-03-12;18:00;Serie A;Matchweek 29;Sat;Away;W;3;1;Sampdoria;1.5;1.8;51.0;16644.0;Juan Cuadrado;4-4-2;Paolo Valeri;Match Report;;Juventus;2022-03-1218:00Serie AMatchweek 29AwayWSampdoriaJuventus;5.0;2.0;14.8;0.0;1;594.0;87.5;2;0;0;15.0;1.0;5.0;25.0;€642.50m
40;2022-03-16;21:00;Champions Lg;Round of 16;Wed;Home;L;0;3;es Villarreal;1.5;2.5;58.0;30385.0;Juan Cuadrado;3-5-2;Szymon Marciniak;Match Report;"Leg 2 of 2; Villarreal won";Juventus;2022-03-1621:00Champions LgRound of 16HomeLes VillarrealJuventus;14.0;5.0;17.8;0.0;0;650.0;87.2;1;0;0;6.0;2.0;10.0;25.0;€642.50m
41;2022-03-20;15:00;Serie A;Matchweek 30;Sun;Home;W;2;0;Salernitana;1.6;0.6;57.0;29186.0;Giorgio Chiellini;4-4-2;Giovanni Ayroldi;Match Report;;Juventus;2022-03-2015:00Serie AMatchweek 30HomeWSalernitanaJuventus;12.0;7.0;11.8;0.0;0;569.0;85.1;3;0;0;10.0;1.0;7.0;25.0;€642.50m
42;2022-04-03;20:45;Serie A;Matchweek 31;Sun;Home;L;0;1;Inter;1.9;1.1;54.0;40093.0;Giorgio Chiellini;4-2-3-1;Massimiliano Irrati;Match Report;;Juventus;2022-04-0320:45Serie AMatchweek 31HomeLInterJuventus;22.0;5.0;18.8;3.0;0;542.0;81.5;4;1;0;9.0;2.0;5.0;25.0;€642.50m
43;2022-04-09;20:45;Serie A;Matchweek 32;Sat;Away;W;2;1;Cagliari;1.5;0.3;60.0;13437.0;Giorgio Chiellini;4-4-2;Daniele Chiffi;Match Report;;Juventus;2022-04-0920:45Serie AMatchweek 32AwayWCagliariJuventus;20.0;6.0;19.2;1.0;0;542.0;79.3;0;0;0;10.0;3.0;9.0;25.0;€642.50m
44;2022-04-16;18:30;Serie A;Matchweek 33;Sat;Home;D;1;1;Bologna;2.4;1.2;51.0;36107.0;Giorgio Chiellini;4-3-3;Juan Sacchi;Match Report;;Juventus;2022-04-1618:30Serie AMatchweek 33HomeDBolognaJuventus;23.0;4.0;17.2;2.0;0;447.0;82.3;1;0;0;11.0;3.0;6.0;25.0;€642.50m
45;2022-04-20;21:00;Coppa Italia;Semi-finals;Wed;Home;W;2;0;Fiorentina;;;32.0;32109.0;Leonardo Bonucci;4-4-2;Daniele Doveri;Match Report;"Leg 2 of 2; Juventus won";Juventus;2022-04-2021:00Coppa ItaliaSemi-finalsHomeWFiorentinaJuventus;8.0;3.0;;;0;;;1;0;0;13.0;4.0;15.0;25.0;€642.50m
46;2022-04-25;20:45;Serie A;Matchweek 34;Mon;Away;W;2;1;Sassuolo;0.8;1.8;37.0;20000.0;Paulo Dybala;4-4-2;Fabio Maresca;Match Report;;Juventus;2022-04-2520:45Serie AMatchweek 34AwayWSassuoloJuventus;10.0;5.0;20.4;1.0;0;408.0;81.1;2;0;0;8.0;3.0;10.0;25.0;€642.50m
47;2022-05-01;12:30;Serie A;Matchweek 35;Sun;Home;W;2;1;Venezia;2.1;0.6;50.0;39203.0;Leonardo Bonucci;3-5-2;Alessandro Prontera;Match Report;;Juventus;2022-05-0112:30Serie AMatchweek 35HomeWVeneziaJuventus;17.0;4.0;16.2;0.0;0;454.0;82.6;3;0;0;17.0;0.0;7.0;25.0;€642.50m
48;2022-05-06;21:00;Serie A;Matchweek 36;Fri;Away;L;1;2;Genoa;1.8;3.1;54.0;18762.0;Paulo Dybala;4-3-3;Simone Sozza;Match Report;;Juventus;2022-05-0621:00Serie AMatchweek 36AwayLGenoaJuventus;12.0;4.0;17.2;0.0;0;547.0;80.6;3;0;0;15.0;3.0;8.0;25.0;€642.50m
49;2022-05-11;21:00;Coppa Italia;Final;Wed;Home;L;2;4;Inter;;;41.0;67944.0;Giorgio Chiellini;4-4-2;Paolo Valeri;Match Report;Required Extra Time;Juventus;2022-05-1121:00Coppa ItaliaFinalHomeLInterJuventus;19.0;8.0;;;0;;;1;0;0;12.0;0.0;15.0;25.0;€642.50m
50;2022-05-16;20:45;Serie A;Matchweek 37;Mon;Home;D;2;2;Lazio;0.7;1.4;37.0;40515.0;Giorgio Chiellini;4-2-3-1;Giovanni Ayroldi;Match Report;;Juventus;2022-05-1620:45Serie AMatchweek 37HomeDLazioJuventus;4.0;2.0;12.9;0.0;0;370.0;84.9;3;0;0;16.0;4.0;10.0;25.0;€642.50m
51;2022-05-21;20:45;Serie A;Matchweek 38;Sat;Away;L;0;2;Fiorentina;0.1;1.8;34.0;34831.0;Giorgio Chiellini;3-5-2;Daniele Chiffi;Match Report;;Juventus;2022-05-2120:45Serie AMatchweek 38AwayLFiorentinaJuventus;1.0;0.0;16.4;0.0;0;374.0;81.3;3;0;0;14.0;3.0;9.0;25.0;€642.50m
0;2021-08-21;20:45;Serie A;Matchweek 1;Sat;Away;W;3;1;Empoli;1.7;1.6;54.0;3655.0;Ciro Immobile;4-3-3;Simone Sozza;Match Report;;Lazio;2021-08-2120:45Serie AMatchweek 1AwayWEmpoliLazio;7.0;3.0;14.5;0.0;1;599.0;86.1;1;0;0;10.0;0.0;15.0;27.2;€264.48m
1;2021-08-28;18:30;Serie A;Matchweek 2;Sat;Home;W;6;1;Spezia;3.1;0.9;61.0;20000.0;Ciro Immobile;4-3-3;Federico Dionisi;Match Report;;Lazio;2021-08-2818:30Serie AMatchweek 2HomeWSpeziaLazio;17.0;9.0;19.2;2.0;0;717.0;90.1;0;0;0;12.0;1.0;7.0;27.2;€264.48m
2;2021-09-12;18:00;Serie A;Matchweek 3;Sun;Away;L;0;2;Milan;0.3;3.0;53.0;36207.0;Ciro Immobile;4-3-3;Daniele Chiffi;Match Report;;Lazio;2021-09-1218:00Serie AMatchweek 3AwayLMilanLazio;8.0;5.0;19.8;0.0;0;570.0;84.6;4;0;0;18.0;2.0;10.0;27.2;€264.48m
3;2021-09-16;19:45;Europa Lg;Group stage;Thu;Away;L;0;1;tr Galatasaray;1.2;0.9;47.0;15353.0;Ciro Immobile;4-3-3;Matej Jug;Match Report;;Lazio;2021-09-1619:45Europa LgGroup stageAwayLtr GalatasarayLazio;13.0;4.0;25.0;0.0;0;547.0;85.0;3;0;0;9.0;3.0;12.0;27.2;€264.48m
4;2021-09-19;18:00;Serie A;Matchweek 4;Sun;Home;D;2;2;Cagliari;2.3;1.6;73.0;20000.0;Ciro Immobile;4-3-3;Davide Ghersini;Match Report;;Lazio;2021-09-1918:00Serie AMatchweek 4HomeDCagliariLazio;28.0;10.0;17.0;1.0;0;754.0;85.7;1;0;0;3.0;1.0;7.0;27.2;€264.48m
5;2021-09-23;18:30;Serie A;Matchweek 5;Thu;Away;D;1;1;Torino;1.0;1.1;55.0;8646.0;Ciro Immobile;4-3-3;Rosario Abisso;Match Report;;Lazio;2021-09-2318:30Serie AMatchweek 5AwayDTorinoLazio;5.0;1.0;30.3;0.0;1;497.0;75.5;3;0;0;9.0;3.0;10.0;27.2;€264.48m
6;2021-09-26;18:00;Serie A;Matchweek 6;Sun;Home;W;3;2;Roma;2.3;2.6;49.0;32000.0;Ciro Immobile;4-3-3;Marco Guida;Match Report;;Lazio;2021-09-2618:00Serie AMatchweek 6HomeWRomaLazio;10.0;4.0;12.6;0.0;0;472.0;85.0;2;0;0;12.0;2.0;4.0;27.2;€264.48m
7;2021-09-30;21:00;Europa Lg;Group stage;Thu;Home;W;2;0;ru Loko Moscow;3.4;0.9;60.0;6767.0;Ciro Immobile;4-3-3;Craig Pawson;Match Report;;Lazio;2021-09-3021:00Europa LgGroup stageHomeWru Loko MoscowLazio;21.0;5.0;14.1;0.0;0;655.0;86.9;2;0;0;14.0;1.0;9.0;27.2;€264.48m
8;2021-10-03;12:30;Serie A;Matchweek 7;Sun;Away;L;0;3;Bologna;0.6;0.7;59.0;12975.0;Sergej Milinković-Savić;4-3-3;Davide Massa;Match Report;;Lazio;2021-10-0312:30Serie AMatchweek 7AwayLBolognaLazio;8.0;4.0;18.4;0.0;0;657.0;85.8;5;1;0;16.0;0.0;10.0;27.2;€264.48m
9;2021-10-16;18:00;Serie A;Matchweek 8;Sat;Home;W;3;1;Inter;2.7;1.6;52.0;42000.0;Ciro Immobile;4-3-3;Massimiliano Irrati;Match Report;;Lazio;2021-10-1618:00Serie AMatchweek 8HomeWInterLazio;18.0;7.0;17.6;1.0;1;592.0;90.4;3;1;0;13.0;0.0;12.0;27.2;€264.48m
10;2021-10-21;18:45;Europa Lg;Group stage;Thu;Home;D;0;0;fr Marseille;1.4;1.1;43.0;8329.0;Ciro Immobile;4-3-3;Deniz Aytekin;Match Report;;Lazio;2021-10-2118:45Europa LgGroup stageHomeDfr MarseilleLazio;10.0;5.0;13.4;0.0;0;520.0;81.7;0;0;0;13.0;7.0;5.0;27.2;€264.48m
11;2021-10-24;15:00;Serie A;Matchweek 9;Sun;Away;L;1;4;Hellas Verona;1.2;2.4;51.0;13953.0;Ciro Immobile;4-3-3;Marco Piccinini;Match Report;;Lazio;2021-10-2415:00Serie AMatchweek 9AwayLHellas VeronaLazio;9.0;4.0;15.7;1.0;0;552.0;77.7;2;0;0;15.0;0.0;11.0;27.2;€264.48m
12;2021-10-27;20:45;Serie A;Matchweek 10;Wed;Home;W;1;0;Fiorentina;0.5;0.7;49.0;7000.0;Ciro Immobile;4-3-3;Giovanni Ayroldi;Match Report;;Lazio;2021-10-2720:45Serie AMatchweek 10HomeWFiorentinaLazio;5.0;2.0;14.6;0.0;0;556.0;85.8;3;0;0;16.0;5.0;7.0;27.2;€264.48m
13;2021-10-30;15:00;Serie A;Matchweek 11;Sat;Away;D;2;2;Atalanta;1.8;1.3;43.0;11981.0;Ciro Immobile;4-3-3;Marco Guida;Match Report;;Lazio;2021-10-3015:00Serie AMatchweek 11AwayDAtalantaLazio;8.0;5.0;15.1;0.0;0;492.0;79.3;3;0;0;13.0;2.0;3.0;27.2;€264.48m
14;2021-11-04;21:00;Europa Lg;Group stage;Thu;Away;D;2;2;fr Marseille;0.9;2.3;35.0;59163.0;Ciro Immobile;4-3-3;José Sánchez;Match Report;;Lazio;2021-11-0421:00Europa LgGroup stageAwayDfr MarseilleLazio;5.0;3.0;18.0;0.0;0;418.0;76.3;4;0;0;14.0;6.0;13.0;27.2;€264.48m
15;2021-11-07;18:00;Serie A;Matchweek 12;Sun;Home;W;3;0;Salernitana;1.7;0.4;60.0;25000.0;Ciro Immobile;4-3-3;Antonio Rapuano;Match Report;;Lazio;2021-11-0718:00Serie AMatchweek 12HomeWSalernitanaLazio;16.0;5.0;19.0;2.0;0;706.0;89.5;1;0;0;7.0;1.0;10.0;27.2;€264.48m
16;2021-11-20;18:00;Serie A;Matchweek 13;Sat;Home;L;0;2;Juventus;0.3;2.5;58.0;45000.0;Sergej Milinković-Savić;4-3-3;Marco Di Bello;Match Report;;Lazio;2021-11-2018:00Serie AMatchweek 13HomeLJuventusLazio;8.0;1.0;24.7;1.0;0;664.0;87.0;3;0;0;12.0;0.0;10.0;27.2;€264.48m
17;2021-11-25;20:45;Europa Lg;Group stage;Thu;Away;W;3;0;ru Loko Moscow;3.5;0.4;65.0;8100.0;Ciro Immobile;4-3-3;Artur Dias;Match Report;;Lazio;2021-11-2520:45Europa LgGroup stageAwayWru Loko MoscowLazio;13.0;6.0;18.6;0.0;2;644.0;79.8;4;0;0;11.0;1.0;8.0;27.2;€264.48m
18;2021-11-28;20:45;Serie A;Matchweek 14;Sun;Away;L;0;4;Napoli;0.4;1.1;39.0;36000.0;Ciro Immobile;4-3-3;Daniele Orsato;Match Report;;Lazio;2021-11-2820:45Serie AMatchweek 14AwayLNapoliLazio;6.0;2.0;17.3;0.0;0;516.0;86.8;4;0;0;13.0;0.0;12.0;27.2;€264.48m
19;2021-12-02;20:45;Serie A;Matchweek 15;Thu;Home;D;4;4;Udinese;1.6;1.6;62.0;7000.0;Ciro Immobile;4-3-3;Marco Piccinini;Match Report;;Lazio;2021-12-0220:45Serie AMatchweek 15HomeDUdineseLazio;13.0;5.0;17.1;0.0;0;614.0;85.3;3;1;1;11.0;4.0;10.0;27.2;€264.48m
20;2021-12-05;18:00;Serie A;Matchweek 16;Sun;Away;W;3;1;Sampdoria;0.9;1.7;51.0;5883.0;Ciro Immobile;4-3-3;Michael Fabbri;Match Report;;Lazio;2021-12-0518:00Serie AMatchweek 16AwayWSampdoriaLazio;6.0;5.0;12.9;0.0;0;591.0;84.4;3;1;1;9.0;0.0;12.0;27.2;€264.48m
21;2021-12-09;21:00;Europa Lg;Group stage;Thu;Home;D;0;0;tr Galatasaray;0.8;0.4;62.0;13178.0;Ciro Immobile;4-3-3;Carlos del Cerro;Match Report;;Lazio;2021-12-0921:00Europa LgGroup stageHomeDtr GalatasarayLazio;11.0;1.0;21.0;1.0;0;680.0;84.7;1;0;0;12.0;0.0;8.0;27.2;€264.48m
