;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;n_form;Penalty;Rouge;periode;nb_def
565;2021-11-06;W;1;1;Home;1;50.0;25.0;4-4-2;3.0;16.0;80.4;8.0;15.0;316.7;4;11;4-3-3;Juventus;automne;13.0;0;2;0;207;0;0;2021-11;4
566;2021-11-20;W;1;1;Away;0;42.0;25.0;3-5-2;3.0;16.3;84.7;12.0;15.0;378.02;14;11;4-3-3;Juventus;automne;9.0;2;1;0;207;1;0;2021-11;3
567;2021-11-27;L;0;0;Home;1;59.0;25.0;4-4-2;2.0;18.4;83.5;12.0;13.0;243.75;4;11;3-4-3;Juventus;automne;15.0;0;4;0;155;0;0;2021-11;4
569;2021-12-05;W;1;1;Home;1;70.0;25.0;4-5-1;12.0;18.4;89.5;7.0;15.0;521.22;5;12;3-5-2;Juventus;reste;27.0;0;3;0;322;0;0;2021-12;4
570;2021-12-11;D;0;1;Away;0;60.0;25.0;4-5-1;6.0;17.3;83.3;10.0;10.0;561.52;3;12;4-4-2;Juventus;reste;20.0;0;2;0;162;0;0;2021-12;4
571;2021-12-18;W;1;1;Away;0;43.0;25.0;4-3-3;7.0;17.4;77.1;9.0;19.0;456.3;7;12;3-5-2;Juventus;reste;11.0;0;1;0;322;0;0;2021-12;4
573;2022-01-06;D;0;1;Home;1;44.0;25.0;4-3-3;5.0;18.3;84.8;15.0;8.0;165.26999999999995;16;1;4-5-1;Juventus;reste;22.0;0;2;0;327;0;0;2022-01;4
574;2022-01-09;W;1;1;Away;0;47.0;25.0;4-5-1;5.0;21.4;83.1;11.0;12.0;261.25;3;1;4-5-1;Juventus;reste;14.0;0;4;1;327;0;1;2022-01;4
575;2022-01-15;W;1;1;Home;1;66.0;25.0;4-4-2;4.0;19.1;86.5;14.0;13.0;500.2;3;1;3-5-2;Juventus;reste;14.0;0;1;0;322;0;0;2022-01;4
576;2022-01-23;D;0;1;Away;0;53.0;25.0;4-4-2;0.0;17.5;83.4;12.0;19.0;95.54999999999997;5;1;4-5-1;Juventus;reste;8.0;0;2;0;327;0;0;2022-01;4
577;2022-02-13;D;0;1;Away;0;48.0;25.0;4-3-3;6.0;18.2;78.1;11.0;9.0;243.75;3;2;3-5-2;Juventus;reste;15.0;0;3;0;322;0;0;2022-02;4
578;2022-02-18;D;0;1;Home;1;46.0;25.0;4-5-1;3.0;17.8;76.5;5.0;16.0;419.1;5;2;3-4-3;Juventus;reste;12.0;0;1;0;155;0;0;2022-02;4
579;2022-02-26;W;1;1;Away;0;47.0;25.0;4-4-2;5.0;14.0;80.1;9.0;8.0;516.0;4;2;4-4-2;Juventus;reste;12.0;0;0;0;162;0;0;2022-02;4
580;2022-03-06;W;1;1;Home;1;56.0;25.0;4-4-2;3.0;16.1;86.9;7.0;14.0;564.0;4;3;4-5-1;Juventus;reste;10.0;0;3;0;327;0;0;2022-03;4
582;2022-03-20;W;1;1;Home;1;57.0;25.0;4-4-2;7.0;11.8;85.1;7.0;10.0;571.94;4;3;4-5-1;Juventus;reste;12.0;0;3;0;327;0;0;2022-03;4
583;2022-04-09;W;1;1;Away;0;60.0;25.0;4-4-2;6.0;19.2;79.3;9.0;10.0;507.97;6;4;3-5-2;Juventus;reste;20.0;0;0;0;322;0;0;2022-04;4
584;2022-04-16;D;0;1;Home;1;51.0;25.0;4-3-3;4.0;17.2;82.3;6.0;11.0;456.3;7;4;3-5-2;Juventus;reste;23.0;0;1;0;322;0;0;2022-04;4
585;2022-04-25;W;1;1;Away;0;37.0;25.0;4-4-2;5.0;20.4;81.1;10.0;8.0;391.5;5;4;4-5-1;Juventus;reste;10.0;0;2;0;327;0;0;2022-04;4
586;2022-05-01;W;1;1;Home;1;50.0;25.0;3-5-2;4.0;16.2;82.6;7.0;17.0;561.52;6;5;3-4-3;Juventus;reste;17.0;0;3;0;155;0;0;2022-05;3
587;2022-05-06;L;0;0;Away;0;54.0;25.0;4-3-3;4.0;17.2;80.6;8.0;15.0;521.22;5;5;4-5-1;Juventus;reste;12.0;0;3;0;327;0;0;2022-05;4
588;2022-05-16;D;0;1;Home;1;37.0;25.0;4-5-1;2.0;12.9;84.9;10.0;16.0;378.02;5;5;4-3-3;Juventus;reste;4.0;0;3;0;207;0;0;2022-05;4
589;2022-05-21;L;0;0;Away;0;34.0;25.0;3-5-2;0.0;16.4;81.3;9.0;14.0;316.7;5;5;4-3-3;Juventus;reste;1.0;0;3;0;207;0;0;2022-05;3
591;2021-08-28;W;1;1;Home;1;61.0;27.2;4-3-3;9.0;19.2;90.1;7.0;12.0;185.98;7;8;3-4-3;Lazio;reste;17.0;0;0;0;155;0;0;2021-08;4
592;2021-09-12;L;0;0;Away;0;53.0;27.2;4-3-3;5.0;19.8;84.6;10.0;18.0;-282.47;15;9;4-5-1;Lazio;automne;8.0;0;4;0;327;0;0;2021-09;4
593;2021-09-19;D;0;1;Home;1;73.0;27.2;4-3-3;10.0;17.0;85.7;7.0;3.0;129.95000000000002;3;9;3-5-2;Lazio;automne;28.0;0;1;0;322;0;0;2021-09;4
594;2021-09-23;D;0;1;Away;0;55.0;27.2;4-3-3;1.0;30.3;75.5;10.0;9.0;41.08000000000001;4;9;3-4-3;Lazio;automne;5.0;1;3;0;155;1;0;2021-09;4
595;2021-09-26;W;1;1;Home;1;49.0;27.2;4-3-3;4.0;12.6;85.0;4.0;12.0;-116.76999999999998;3;9;4-5-1;Lazio;automne;10.0;0;2;0;327;0;0;2021-09;4
596;2021-10-03;L;0;0;Away;0;59.0;27.2;4-3-3;4.0;18.4;85.8;10.0;16.0;78.28000000000003;3;10;3-4-3;Lazio;automne;8.0;0;5;1;155;0;1;2021-10;4
597;2021-10-27;W;1;1;Home;1;49.0;27.2;4-3-3;2.0;14.6;85.8;7.0;16.0;-61.31999999999999;3;10;4-3-3;Lazio;automne;5.0;0;3;0;207;0;0;2021-10;4
598;2021-10-30;D;0;1;Away;0;43.0;27.2;4-3-3;5.0;15.1;79.3;3.0;13.0;-134.26999999999998;3;10;3-4-3;Lazio;automne;8.0;0;3;0;155;0;0;2021-10;4
599;2021-11-07;W;1;1;Home;1;60.0;27.2;4-3-3;5.0;19.0;89.5;10.0;7.0;193.92;3;11;4-4-2;Lazio;automne;16.0;0;1;0;162;0;0;2021-11;4
600;2021-11-20;L;0;0;Home;1;58.0;27.2;4-3-3;1.0;24.7;87.0;10.0;12.0;-378.02;13;11;3-5-2;Lazio;automne;8.0;0;3;0;322;0;0;2021-11;4
601;2021-11-28;L;0;0;Away;0;39.0;27.2;4-3-3;2.0;17.3;86.8;12.0;13.0;-212.75;3;11;4-3-3;Lazio;automne;6.0;0;4;0;207;0;0;2021-11;4
602;2021-12-02;D;0;1;Home;1;62.0;27.2;4-3-3;5.0;17.1;85.3;10.0;11.0;122.18;4;12;4-4-2;Lazio;reste;13.0;0;3;1;162;0;1;2021-12;4
603;2021-12-05;W;1;1;Away;0;51.0;27.2;4-3-3;5.0;12.9;84.4;12.0;9.0;135.93;3;12;4-4-2;Lazio;reste;6.0;0;3;1;162;0;1;2021-12;4
604;2021-12-12;L;0;0;Away;0;41.0;27.2;4-3-3;2.0;20.4;80.4;5.0;11.0;13.480000000000016;3;12;4-5-1;Lazio;reste;6.0;0;2;0;327;0;0;2021-12;4
605;2021-12-17;W;1;1;Home;1;55.0;27.2;4-3-3;5.0;15.7;86.4;5.0;9.0;143.20000000000005;5;12;3-5-2;Lazio;reste;11.0;0;0;0;322;0;0;2021-12;4
606;2021-12-22;W;1;1;Away;0;53.0;27.2;4-3-3;4.0;17.9;86.3;5.0;10.0;183.5;5;12;4-5-1;Lazio;reste;7.0;0;3;0;327;0;0;2021-12;4
607;2022-01-06;D;0;1;Home;1;62.0;27.2;4-3-3;8.0;18.8;84.8;5.0;13.0;137.98000000000002;15;1;4-4-2;Lazio;reste;22.0;0;4;0;162;0;0;2022-01;4
608;2022-01-15;W;1;1;Away;0;73.0;27.2;4-3-3;8.0;16.2;91.5;6.0;16.0;193.92;6;1;3-5-2;Lazio;reste;15.0;0;3;0;322;0;0;2022-01;4
609;2022-01-22;D;0;1;Home;1;61.0;27.2;4-3-3;1.0;21.4;85.5;5.0;10.0;-134.26999999999998;4;1;3-5-2;Lazio;reste;9.0;0;0;0;322;0;0;2022-01;4
610;2022-02-05;W;1;1;Away;0;50.0;27.2;4-3-3;7.0;13.5;84.1;10.0;15.0;-61.31999999999999;14;2;4-3-3;Lazio;reste;12.0;0;5;0;207;0;0;2022-02;4
611;2022-02-12;W;1;1;Home;1;56.0;27.2;4-3-3;5.0;15.7;87.5;9.0;13.0;78.28000000000003;3;2;3-5-2;Lazio;reste;11.0;1;2;0;322;1;0;2022-02;4
612;2022-02-20;D;0;1;Away;0;59.0;27.2;4-3-3;2.0;14.3;84.2;6.0;9.0;122.18;3;2;3-5-2;Lazio;reste;10.0;0;2;0;322;0;0;2022-02;4
613;2022-02-27;L;0;0;Home;1;45.0;27.2;4-3-3;8.0;15.4;86.9;14.0;13.0;-212.75;3;2;4-5-1;Lazio;reste;13.0;0;3;0;327;0;0;2022-02;4
614;2022-03-05;W;1;1;Away;0;55.0;27.2;4-3-3;4.0;18.0;79.3;17.0;13.0;129.95000000000002;6;3;3-5-2;Lazio;reste;12.0;1;2;1;322;1;1;2022-03;4
615;2022-03-14;W;1;1;Home;1;66.0;27.2;4-3-3;0.0;19.1;87.3;7.0;11.0;183.5;9;3;4-5-1;Lazio;reste;9.0;1;1;0;327;1;0;2022-03;4
616;2022-03-20;L;0;0;Away;0;66.0;27.2;4-3-3;3.0;23.9;85.9;1.0;12.0;-116.76999999999998;6;3;3-4-3;Lazio;reste;9.0;0;3;0;155;0;0;2022-03;4
617;2022-04-02;W;1;1;Home;1;53.0;27.2;4-3-3;5.0;14.2;88.9;12.0;11.0;13.480000000000016;13;4;4-5-1;Lazio;reste;14.0;0;1;0;327;0;0;2022-04;4
618;2022-04-10;W;1;1;Away;0;57.0;27.2;4-5-1;11.0;16.8;81.3;4.0;8.0;143.20000000000005;8;4;4-5-1;Lazio;reste;17.0;0;1;0;327;0;0;2022-04;4
619;2022-04-16;D;0;1;Home;1;48.0;27.2;4-3-3;4.0;17.5;81.4;4.0;10.0;41.08000000000001;6;4;3-4-3;Lazio;reste;10.0;0;1;0;155;0;0;2022-04;4
620;2022-04-24;L;0;0;Home;1;47.0;27.2;4-3-3;2.0;20.8;79.3;9.0;13.0;-282.47;8;4;4-5-1;Lazio;reste;7.0;0;3;0;327;0;0;2022-04;4
621;2022-04-30;W;1;1;Away;0;70.0;27.2;4-3-3;8.0;17.1;85.2;5.0;10.0;185.98;6;4;4-5-1;Lazio;reste;21.0;1;1;0;327;1;0;2022-04;4
622;2022-05-07;W;1;1;Home;1;61.0;27.2;4-3-3;10.0;17.6;88.2;9.0;9.0;135.93;7;5;4-5-1;Lazio;reste;16.0;0;1;0;327;0;0;2022-05;4
623;2022-05-16;D;0;1;Away;0;63.0;27.2;4-3-3;7.0;20.9;88.3;9.0;13.0;-378.02;9;5;4-5-1;Lazio;reste;18.0;0;3;0;327;0;0;2022-05;4
624;2021-08-23;W;1;1;Away;0;50.0;25.3;4-5-1;4.0;19.7;77.7;9.0;15.0;418.4;10;8;4-4-2;Milan;reste;11.0;0;1;0;162;0;0;2021-08;4
625;2021-08-29;W;1;1;Home;1;57.0;25.3;4-5-1;4.0;19.0;87.6;6.0;13.0;412.42000000000013;6;8;3-5-2;Milan;reste;17.0;1;1;0;322;1;0;2021-08;4
626;2021-09-12;W;1;1;Home;1;47.0;25.3;4-5-1;3.0;20.0;83.3;17.0;10.0;282.47;14;9;4-3-3;Milan;automne;18.0;0;1;0;207;0;0;2021-09;4
627;2021-09-19;D;0;1;Away;0;56.0;25.3;4-5-1;3.0;23.0;87.3;9.0;16.0;-95.54999999999997;4;9;4-4-2;Milan;automne;13.0;0;1;0;162;0;0;2021-09;4
628;2021-09-22;W;1;1;Home;1;66.0;25.3;4-5-1;4.0;17.6;86.7;9.0;12.0;465.97;3;9;4-3-3;Milan;automne;14.0;0;0;0;207;0;0;2021-09;4
629;2021-09-25;W;1;1;Away;0;63.0;25.3;4-5-1;5.0;18.0;82.3;4.0;12.0;468.4500000000001;3;9;4-5-1;Milan;automne;18.0;0;2;0;327;0;0;2021-09;4
630;2021-10-03;W;1;1;Away;0;44.0;25.3;4-5-1;7.0;17.3;75.0;9.0;15.0;148.20000000000005;5;10;3-5-2;Milan;automne;13.0;0;4;0;322;0;0;2021-10;4
631;2021-10-23;W;1;1;Away;0;63.0;25.3;4-5-1;7.0;18.6;87.6;9.0;15.0;360.75000000000006;4;10;3-4-3;Milan;automne;15.0;0;3;0;155;0;0;2021-10;4
632;2021-10-26;W;1;1;Home;1;45.0;25.3;4-5-1;2.0;21.2;74.0;15.0;14.0;323.55000000000007;3;10;3-4-3;Milan;automne;10.0;0;3;0;155;0;0;2021-10;4
633;2021-10-31;W;1;1;Away;0;50.0;25.3;4-5-1;2.0;19.9;82.6;6.0;13.0;165.70000000000005;5;10;4-5-1;Milan;automne;7.0;1;7;1;327;1;1;2021-10;4
634;2021-11-20;L;0;0;Away;0;55.0;25.3;4-5-1;7.0;15.6;83.7;11.0;10.0;221.15000000000003;13;11;4-3-3;Milan;automne;17.0;0;1;0;207;0;0;2021-11;4
635;2021-11-28;L;0;0;Home;1;50.0;25.3;4-5-1;2.0;17.3;78.3;10.0;15.0;295.9500000000001;4;11;4-3-3;Milan;automne;15.0;0;4;1;207;0;1;2021-11;4
636;2021-12-01;W;1;1;Away;0;58.0;25.3;4-5-1;5.0;19.1;85.7;9.0;16.0;425.67000000000013;3;12;3-5-2;Milan;reste;18.0;0;1;0;322;0;0;2021-12;4
637;2021-12-04;W;1;1;Home;1;70.0;25.3;4-5-1;8.0;17.4;88.6;5.0;11.0;476.39;3;12;4-5-1;Milan;reste;22.0;0;1;0;327;0;0;2021-12;4
638;2021-12-11;D;0;1;Away;0;66.0;25.3;4-5-1;1.0;15.1;83.3;8.0;10.0;404.65;4;12;3-5-2;Milan;reste;12.0;0;2;0;322;0;0;2021-12;4
639;2021-12-19;L;0;0;Home;1;49.0;25.3;4-5-1;2.0;20.2;75.8;18.0;14.0;69.72000000000003;8;12;4-5-1;Milan;reste;12.0;0;0;0;327;0;0;2021-12;4
640;2021-12-22;W;1;1;Away;0;45.0;25.3;4-5-1;8.0;18.1;77.5;8.0;10.0;420.4500000000001;3;12;4-4-2;Milan;reste;18.0;0;2;0;162;0;0;2021-12;4
641;2022-01-06;W;1;1;Home;1;54.0;25.3;4-5-1;3.0;23.1;78.1;21.0;6.0;165.70000000000005;15;1;3-5-2;Milan;reste;17.0;1;2;0;322;1;0;2022-01;4
642;2022-01-09;W;1;1;Away;0;61.0;25.3;4-5-1;6.0;17.4;87.5;10.0;11.0;465.97;3;1;4-5-1;Milan;reste;17.0;1;3;0;327;1;0;2022-01;4
643;2022-01-17;L;0;0;Home;1;60.0;25.3;4-5-1;8.0;17.7;81.0;8.0;11.0;468.4500000000001;4;1;4-3-3;Milan;reste;24.0;0;2;0;207;0;0;2022-01;4
644;2022-01-23;D;0;1;Home;1;47.0;25.3;4-5-1;4.0;22.0;79.0;8.0;16.0;-95.54999999999997;6;1;4-4-2;Milan;reste;14.0;0;2;0;162;0;0;2022-01;4
645;2022-02-13;W;1;1;Home;1;50.0;25.3;4-5-1;7.0;15.0;81.1;13.0;13.0;418.4;4;2;4-5-1;Milan;reste;15.0;0;3;0;327;0;0;2022-02;4
646;2022-02-19;D;0;1;Away;0;60.0;25.3;4-5-1;5.0;19.5;79.6;4.0;12.0;476.39;6;2;4-5-1;Milan;reste;13.0;0;4;0;327;0;0;2022-02;4
647;2022-02-25;D;0;1;Home;1;62.0;25.3;4-5-1;3.0;18.3;82.8;13.0;13.0;404.65;6;2;3-5-2;Milan;reste;9.0;0;2;0;322;0;0;2022-02;4
648;2022-03-06;W;1;1;Away;0;40.0;25.3;4-3-3;7.0;19.4;76.8;10.0;15.0;69.72000000000003;5;3;4-5-1;Milan;reste;12.0;0;4;0;327;0;0;2022-03;4
649;2022-03-12;W;1;1;Home;1;53.0;25.3;4-5-1;5.0;15.7;83.0;10.0;6.0;420.4500000000001;6;3;4-5-1;Milan;reste;15.0;0;1;0;327;0;0;2022-03;4
650;2022-03-19;W;1;1;Away;0;58.0;25.3;4-5-1;5.0;17.0;78.4;10.0;14.0;412.42000000000013;7;3;3-5-2;Milan;reste;21.0;0;0;0;322;0;0;2022-03;4
651;2022-04-04;D;0;1;Home;1;53.0;25.3;4-5-1;7.0;18.1;76.6;7.0;10.0;360.75000000000006;16;4;3-5-2;Milan;reste;33.0;0;0;0;322;0;0;2022-04;4
652;2022-04-10;D;0;1;Away;0;56.0;25.3;4-5-1;3.0;20.3;77.3;3.0;6.0;323.55000000000007;6;4;3-4-3;Milan;reste;14.0;0;2;0;155;0;0;2022-04;4
653;2022-04-15;W;1;1;Home;1;59.0;25.3;4-3-3;5.0;14.2;81.5;8.0;10.0;425.67000000000013;5;4;4-5-1;Milan;reste;10.0;0;1;0;327;0;0;2022-04;4
654;2022-04-24;W;1;1;Away;0;53.0;25.3;4-5-1;8.0;18.3;78.0;11.0;15.0;282.47;5;4;4-3-3;Milan;reste;25.0;0;4;0;207;0;0;2022-04;4
655;2022-05-01;W;1;1;Home;1;49.0;25.3;4-5-1;2.0;15.0;77.2;17.0;17.0;221.15000000000003;7;5;4-3-3;Milan;reste;13.0;0;1;0;207;0;0;2022-05;4
656;2022-05-15;W;1;1;Home;1;46.0;25.3;4-5-1;6.0;21.5;79.0;7.0;8.0;148.20000000000005;7;5;3-4-3;Milan;reste;12.0;0;3;0;155;0;0;2022-05;4
657;2022-05-22;W;1;1;Away;0;47.0;25.3;4-5-1;11.0;14.3;80.8;3.0;13.0;295.9500000000001;7;5;4-3-3;Milan;reste;18.0;0;1;0;207;0;0;2022-05;4
658;2021-08-22;W;1;1;Home;1;56.0;25.3;4-3-3;3.0;23.4;88.2;12.0;5.0;396.25;10;8;4-3-3;Napoli;reste;11.0;1;1;1;207;1;1;2021-08;4
659;2021-08-29;W;1;1;Away;0;61.0;25.3;4-3-3;8.0;17.8;84.1;13.0;15.0;355.9500000000001;7;8;3-5-2;Napoli;reste;13.0;0;3;0;322;0;0;2021-08;4
660;2021-09-11;W;1;1;Home;1;67.0;25.3;4-3-3;6.0;17.6;88.5;3.0;14.0;-165.26999999999995;13;9;4-3-3;Napoli;automne;25.0;0;2;0;207;0;0;2021-09;4
661;2021-09-20;W;1;1;Away;0;62.0;25.3;4-3-3;8.0;15.4;90.4;6.0;11.0;334.93;4;9;3-5-2;Napoli;automne;18.0;0;1;0;322;0;0;2021-09;4
662;2021-09-23;W;1;1;Away;0;52.0;25.3;4-3-3;9.0;19.6;86.8;11.0;7.0;348.68;3;9;4-4-2;Napoli;automne;17.0;0;1;0;162;0;0;2021-09;4
663;2021-09-26;W;1;1;Home;1;67.0;25.3;4-3-3;6.0;23.8;91.3;7.0;12.0;342.7000000000001;3;9;4-5-1;Napoli;automne;16.0;1;2;0;327;1;0;2021-09;4
664;2021-10-03;W;1;1;Away;0;46.0;25.3;4-5-1;5.0;16.0;80.9;6.0;13.0;151.43;3;10;4-4-2;Napoli;automne;11.0;0;3;0;162;0;0;2021-10;4
665;2021-10-17;W;1;1;Home;1;51.0;25.3;4-5-1;2.0;19.7;75.8;13.0;6.0;253.83;14;10;3-5-2;Napoli;automne;9.0;0;2;0;322;0;0;2021-10;4
666;2021-10-24;D;0;1;Away;0;62.0;25.3;4-5-1;2.0;19.0;84.8;8.0;10.0;95.98000000000002;3;10;4-5-1;Napoli;automne;11.0;0;1;0;327;0;0;2021-10;4
667;2021-10-28;W;1;1;Home;1;65.0;25.3;4-5-1;4.0;21.0;92.1;6.0;20.0;291.0300000000001;4;10;3-4-3;Napoli;automne;16.0;2;1;0;155;1;0;2021-10;4
668;2021-10-31;W;1;1;Away;0;63.0;25.3;4-5-1;3.0;16.9;84.6;4.0;13.0;406.67;3;10;4-4-2;Napoli;automne;18.0;0;2;1;162;0;1;2021-10;4
669;2021-11-28;W;1;1;Home;1;61.0;25.3;4-3-3;8.0;20.3;92.7;8.0;10.0;212.75;4;11;4-3-3;Napoli;automne;18.0;0;2;0;207;0;0;2021-11;4
670;2021-12-01;D;0;1;Away;0;50.0;25.3;4-3-3;4.0;15.9;83.0;8.0;19.0;226.23;3;12;4-3-3;Napoli;reste;9.0;0;2;0;207;0;0;2021-12;4
671;2021-12-04;L;0;0;Home;1;55.0;25.3;3-4-3;4.0;18.4;84.4;4.0;16.0;78.48000000000002;3;12;3-4-3;Napoli;reste;15.0;0;2;0;155;0;0;2021-12;3
672;2021-12-12;L;0;0;Home;1;60.0;25.3;4-5-1;6.0;18.4;84.0;3.0;8.0;350.73;3;12;4-4-2;Napoli;reste;30.0;0;0;0;162;0;0;2021-12;4
673;2021-12-19;W;1;1;Away;0;51.0;25.3;4-5-1;2.0;16.7;79.9;11.0;18.0;-69.72000000000003;7;12;4-5-1;Napoli;reste;11.0;0;2;0;327;0;0;2021-12;4
674;2021-12-22;L;0;0;Home;1;65.0;25.3;4-5-1;6.0;16.7;85.8;1.0;14.0;398.73;3;12;3-5-2;Napoli;reste;26.0;0;2;0;322;0;0;2021-12;4
675;2022-01-06;D;0;1;Away;0;56.0;25.3;4-5-1;4.0;21.2;86.8;16.0;11.0;-165.26999999999995;15;1;4-3-3;Napoli;reste;16.0;0;1;0;207;0;0;2022-01;4
676;2022-01-09;W;1;1;Home;1;68.0;25.3;4-5-1;5.0;18.2;87.7;4.0;12.0;348.68;3;1;4-4-2;Napoli;reste;22.0;0;0;0;162;0;0;2022-01;4
677;2022-01-17;W;1;1;Away;0;61.0;25.3;4-5-1;5.0;18.0;84.8;13.0;11.0;291.0300000000001;4;1;3-5-2;Napoli;reste;14.0;0;1;0;322;0;0;2022-01;4
678;2022-01-23;W;1;1;Home;1;82.0;25.3;4-5-1;12.0;18.3;91.2;1.0;9.0;406.67;6;1;4-5-1;Napoli;reste;24.0;2;0;0;327;1;0;2022-01;4
679;2022-02-06;W;1;1;Away;0;66.0;25.3;4-5-1;6.0;16.4;85.9;4.0;11.0;396.25;14;2;4-3-3;Napoli;reste;16.0;0;2;0;207;0;0;2022-02;4
680;2022-02-21;D;0;1;Away;0;53.0;25.3;3-4-3;3.0;17.1;72.3;5.0;22.0;342.7000000000001;4;2;3-5-2;Napoli;reste;7.0;0;2;0;322;0;0;2022-02;3
681;2022-02-27;W;1;1;Away;0;55.0;25.3;4-5-1;7.0;18.3;87.3;6.0;14.0;212.75;3;2;4-3-3;Napoli;reste;15.0;0;2;0;207;0;0;2022-02;4
682;2022-03-06;L;0;0;Home;1;60.0;25.3;4-5-1;2.0;20.4;84.9;8.0;7.0;-69.72000000000003;7;3;4-3-3;Napoli;reste;9.0;0;4;0;207;0;0;2022-03;4
683;2022-03-19;W;1;1;Home;1;63.0;25.3;4-3-3;8.0;18.7;85.3;4.0;10.0;334.93;6;3;3-5-2;Napoli;reste;20.0;0;2;0;322;0;0;2022-03;4
684;2022-04-03;W;1;1;Away;0;45.0;25.3;4-5-1;4.0;20.6;77.5;13.0;11.0;78.48000000000002;15;4;3-5-2;Napoli;reste;5.0;1;3;0;322;1;0;2022-04;4
685;2022-04-10;L;0;0;Home;1;50.0;25.3;4-3-3;3.0;17.3;82.3;7.0;10.0;151.43;7;4;4-3-3;Napoli;reste;15.0;0;0;0;207;0;0;2022-04;4
686;2022-04-18;D;0;1;Home;1;49.0;25.3;4-3-3;3.0;21.2;81.2;7.0;21.0;95.98000000000002;8;4;3-5-2;Napoli;reste;8.0;1;4;0;322;1;0;2022-04;4
687;2022-04-24;L;0;0;Away;0;59.0;25.3;4-5-1;2.0;15.2;79.8;21.0;9.0;350.73;6;4;4-4-2;Napoli;reste;16.0;0;1;0;162;0;0;2022-04;4
688;2022-04-30;W;1;1;Home;1;53.0;25.3;4-5-1;8.0;13.0;89.4;8.0;10.0;226.23;6;4;4-5-1;Napoli;reste;18.0;0;0;0;327;0;0;2022-04;4
689;2022-05-07;W;1;1;Away;0;57.0;25.3;4-5-1;5.0;19.5;83.5;3.0;11.0;253.83;7;5;3-4-3;Napoli;reste;10.0;0;3;0;155;0;0;2022-05;4
690;2022-05-15;W;1;1;Home;1;66.0;25.3;4-5-1;8.0;17.4;83.6;4.0;13.0;355.9500000000001;8;5;4-5-1;Napoli;reste;16.0;1;1;0;327;1;0;2022-05;4
691;2022-05-22;W;1;1;Away;0;68.0;25.3;4-5-1;4.0;20.2;88.8;4.0;9.0;398.73;7;5;4-5-1;Napoli;reste;10.0;0;2;0;327;0;0;2022-05;4
692;2021-08-22;W;1;1;Home;1;42.0;23.8;4-5-1;6.0;14.8;81.7;11.0;12.0;55.44999999999999;3;8;4-3-3;Roma;reste;11.0;0;3;1;207;0;1;2021-08;4
694;2021-09-12;W;1;1;Home;1;49.0;23.8;4-5-1;6.0;15.2;85.4;3.0;7.0;130.25;14;9;4-5-1;Roma;automne;17.0;0;2;0;327;0;0;2021-09;4
695;2021-09-23;W;1;1;Home;1;51.0;23.8;4-5-1;2.0;18.9;83.8;9.0;22.0;238.95;4;9;3-5-2;Roma;automne;12.0;0;4;1;322;0;1;2021-09;4
696;2021-09-26;L;0;0;Away;0;51.0;23.8;4-5-1;7.0;14.7;82.8;11.0;13.0;116.76999999999998;3;9;4-3-3;Roma;automne;19.0;1;4;0;207;1;0;2021-09;4
697;2021-10-03;W;1;1;Home;1;63.0;23.8;4-5-1;6.0;16.2;89.6;7.0;11.0;254.75;3;10;4-4-2;Roma;automne;18.0;0;2;0;162;0;0;2021-10;4
698;2021-10-17;L;0;0;Away;0;53.0;23.8;4-5-1;3.0;19.1;85.0;4.0;13.0;-261.25;14;10;4-4-2;Roma;automne;14.0;0;5;0;162;0;0;2021-10;4
699;2021-10-24;D;0;1;Home;1;38.0;23.8;4-5-1;1.0;17.1;76.1;16.0;14.0;-95.98000000000002;3;10;4-5-1;Roma;automne;13.0;0;4;0;327;0;0;2021-10;4
700;2021-10-27;W;1;1;Away;0;58.0;23.8;4-5-1;3.0;13.6;81.9;11.0;16.0;246.72;3;10;3-5-2;Roma;automne;22.0;0;4;0;322;0;0;2021-10;4
701;2021-10-31;L;0;0;Home;1;50.0;23.8;4-5-1;6.0;19.3;82.6;4.0;19.0;-165.70000000000005;4;10;4-5-1;Roma;automne;24.0;0;4;0;327;0;0;2021-10;4
702;2021-11-07;L;0;0;Away;0;61.0;23.8;3-5-2;9.0;13.2;78.9;5.0;18.0;300.27;3;11;4-3-3;Roma;automne;27.0;0;2;0;207;0;0;2021-11;3
703;2021-11-21;W;1;1;Away;0;59.0;23.8;3-5-2;4.0;15.4;85.5;7.0;13.0;259.97;14;11;3-5-2;Roma;automne;19.0;0;2;0;322;0;0;2021-11;3
704;2021-11-28;W;1;1;Home;1;32.0;23.8;3-5-2;2.0;17.8;74.3;8.0;7.0;157.85;3;11;3-4-3;Roma;automne;10.0;0;2;0;155;0;0;2021-11;3
705;2021-12-01;L;0;0;Away;0;57.0;23.8;3-5-2;5.0;20.8;83.9;10.0;18.0;195.05;3;12;3-4-3;Roma;reste;13.0;0;4;0;155;0;0;2021-12;3
706;2021-12-13;W;1;1;Home;1;52.0;23.8;3-5-2;5.0;12.4;82.3;15.0;13.0;302.75;4;12;3-5-2;Roma;reste;12.0;0;4;1;322;0;1;2021-12;3
707;2021-12-18;W;1;1;Away;0;29.0;23.8;3-5-2;5.0;16.0;73.1;18.0;16.0;-17.5;5;12;3-4-3;Roma;reste;8.0;0;3;0;155;0;0;2021-12;3
