;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Touches;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
318;Federico Marchetti;GK;Spezia;40-048;1.0;0;66.0;0.7;0.0;0.0;0.0;1.0;f794b426;Federico MarchettiGKSpezia;0;0;;14.0;18.0;77.8;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;18.0;0;0;0;;33.3;;0.0;;
319;Riccardo Marchizza;DF;Sassuolo;25-001;7.0;2;181.0;2.0;0.0;1.0;0.0;0.0;91d0fabf;Riccardo MarchizzaDFSassuolo;0;0;;87.0;113.0;77.0;6.0;2.0;2;50.0;1.0;0.0;1.0;1;3.0;6.0;0.0;25.0;2.0;2.0;131.0;4;1;8;66.7;;;;;
320;Gian Marco Ferrari;DF;Sassuolo;31-040;23.0;19;1714.0;19.0;1.0;0.0;5.0;0.0;8650af85;Gian Marco FerrariDFSassuolo;6;1;16.7;785.0;919.0;85.4;12.0;21.0;15;76.9;20.0;16.0;4.0;20;41.0;71.0;3.0;0.0;7.0;1.0;1069.0;18;0;1;66.7;;;;;
321;Pablo Marí;DF;Monza;29-208;20.0;18;1672.0;18.6;1.0;0.0;3.0;0.0;aa54ec6f;Pablo MaríDFMonza;8;2;25.0;924.0;1062.0;87.0;9.0;26.0;12;72.2;10.0;7.0;3.0;17;43.0;82.0;3.0;66.7;5.0;3.0;1236.0;16;0;1;67.9;;;;;
322;Răzvan Marin;DM;Empoli;26-308;25.0;20;1844.0;20.5;2.0;2.0;6.0;0.0;7fac99d4;Răzvan MarinMFEmpoli;26;7;26.9;921.0;1150.0;80.1;69.0;36.0;18;46.9;26.0;10.0;16.0;12;48.0;21.0;0.0;57.1;15.0;16.0;1306.0;26;0;90;52.9;;;;Răzvan Marin;1.0
323;Marlon;DF;Monza;27-201;19.0;15;1215.0;13.5;0.0;0.0;5.0;0.0;cdf65d12;MarlonDFMonza;3;1;33.3;704.0;764.0;92.1;4.0;28.0;16;50.0;8.0;2.0;6.0;18;46.0;38.0;0.0;25.0;3.0;1.0;884.0;16;0;3;69.0;;;;;
324;Luca Marrone;DF;Monza;32-364;2.0;2;135.0;1.5;0.0;0.0;0.0;0.0;ea468ea8;Luca MarroneDFMonza;1;0;0.0;78.0;84.0;92.9;0.0;0.0;0;0.0;2.0;2.0;0.0;0;0.0;4.0;1.0;;0.0;0.0;93.0;1;0;0;44.4;;;;;
325;Lautaro Martínez;FW;Internazionale;25-217;27.0;24;2130.0;23.7;14.0;3.0;2.0;0.0;f7036e1c;Lautaro MartínezFWInter;97;37;38.1;406.0;553.0;73.4;76.0;22.0;11;37.5;27.0;1.0;26.0;11;33.0;12.0;1.0;35.0;58.0;39.0;883.0;40;10;11;49.3;;;;;
326;Lucas Martínez Quarta;DF;Fiorentina;26-321;19.0;17;1541.0;17.1;1.0;1.0;3.0;0.0;3ec3c1c9;Lucas Martínez QuartaDFFiorentina;21;9;42.9;856.0;1056.0;81.1;16.0;60.0;34;69.8;31.0;16.0;15.0;34;94.0;62.0;1.0;72.7;8.0;3.0;1289.0;15;1;0;73.0;;;;;
327;Adam Marušić;DF;Lazio;30-161;26.0;25;2277.0;25.3;0.0;2.0;5.0;1.0;d4535821;Adam MarušićDFLazio;15;7;46.7;1341.0;1558.0;86.1;32.0;31.0;24;57.7;15.0;5.0;10.0;30;61.0;51.0;1.0;58.3;12.0;11.0;1731.0;18;1;13;57.8;;;;;
328;Adam Masina;DF;Udinese;29-084;7.0;5;480.0;5.3;1.0;0.0;1.0;0.0;de0f152c;Adam MasinaDFUdinese;1;1;100.0;191.0;248.0;77.0;2.0;5.0;4;50.0;6.0;3.0;3.0;10;15.0;18.0;1.0;;2.0;1.0;289.0;5;0;8;75.0;;;;;
329;Nemanja Matić;DM;Roma;34-238;26.0;13;1420.0;15.8;1.0;1.0;4.0;0.0;eb7822d7;Nemanja MatićMFRoma;8;3;37.5;853.0;1000.0;85.3;34.0;37.0;19;60.9;18.0;3.0;15.0;19;56.0;18.0;1.0;68.4;18.0;14.0;1139.0;16;1;7;50.0;;;;Nemanja Matić;1.0
330;Luís Maximiano;GK;Lazio;24-081;1.0;1;5.0;0.1;0.0;0.0;0.0;1.0;3318286e;Luís MaximianoGKLazio;0;0;;3.0;4.0;75.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;4.0;1;0;0;;;;;;
331;Pasquale Mazzocchi;DF;Salernitana;27-243;19.0;17;1421.0;15.8;2.0;2.0;2.0;0.0;eb0ec070;Pasquale MazzocchiDFSalernitana;14;5;35.7;499.0;678.0;73.6;53.0;24.0;12;40.0;8.0;2.0;6.0;9;33.0;25.0;2.0;53.1;34.0;24.0;845.0;18;5;69;53.8;;;;;
332;Weston McKennie;MF;Juventus;24-211;15.0;13;1052.0;11.7;1.0;1.0;0.0;0.0;01c3aff5;Weston McKennieMFDFJuventus;8;4;50.0;336.0;418.0;80.4;18.0;14.0;5;62.5;15.0;4.0;11.0;11;25.0;15.0;1.0;77.8;20.0;12.0;526.0;13;3;15;42.9;;;;;
333;Gary Medel;MF;Bologna;35-236;21.0;16;1324.0;14.7;0.0;1.0;5.0;0.0;563a68ad;Gary MedelMFDFBologna;2;0;0.0;860.0;970.0;88.7;22.0;23.0;15;57.1;13.0;8.0;5.0;25;48.0;33.0;0.0;80.0;6.0;4.0;1080.0;16;0;4;50.0;;;;;
334;Soualiho Meïté;MF;Cremonese;29-010;20.0;17;1387.0;15.4;0.0;1.0;5.0;0.0;5cec2c74;Soualiho MeïtéMFCremonese;11;1;9.1;481.0;582.0;82.6;26.0;30.0;19;46.9;15.0;2.0;13.0;17;47.0;18.0;0.0;45.7;18.0;19.0;732.0;20;0;9;64.0;;;;;
335;Alex Meret;GK;Napoli;26-005;26.0;26;2340.0;26.0;0.0;0.0;0.0;0.0;9413b19f;Alex MeretGKNapoli;0;0;;624.0;721.0;86.5;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;6.0;1.0;;0.0;0.0;756.0;0;0;0;100.0;76.6;50.0;3.0;;
336;Yıldırım Mert Çetin;DF;Lecce;26-085;1.0;1;20.0;0.2;0.0;0.0;0.0;0.0;c730da00;Yıldırım Mert ÇetinDFLecce;0;0;;2.0;3.0;66.7;0.0;1.0;0;;0.0;0.0;0.0;1;2.0;1.0;0.0;;2.0;0.0;8.0;0;0;0;;;;;;
337;Junior Messias;FW;Milan;31-318;18.0;14;1103.0;12.3;4.0;2.0;2.0;0.0;f49c4ae9;Junior MessiasFWDFMilan;24;9;37.5;306.0;408.0;75.0;35.0;19.0;15;41.7;15.0;3.0;12.0;6;25.0;21.0;0.0;47.6;21.0;9.0;557.0;20;1;17;42.0;;;;;
338;Tommaso Milanese;DM;Cremonese;20-239;2.0;0;27.0;0.3;0.0;0.0;0.0;0.0;b2561711;Tommaso MilaneseMFCremonese;0;0;;10.0;14.0;71.4;2.0;0.0;0;;1.0;1.0;0.0;0;0.0;0.0;0.0;50.0;3.0;1.0;19.0;1;0;2;0.0;;;;Tommaso Milanese;1.0
339;Nikola Milenković;DF;Fiorentina;25-166;20.0;18;1597.0;17.7;2.0;1.0;2.0;0.0;bee704fc;Nikola MilenkovićDFFiorentina;14;4;28.6;856.0;1007.0;85.0;21.0;25.0;16;72.2;22.0;10.0;12.0;18;43.0;50.0;0.0;;6.0;0.0;1179.0;30;0;0;75.4;;;;;
340;Arkadiusz Milik;FW;Juventus;29-027;17.0;10;986.0;11.0;6.0;1.0;3.0;1.0;85613cf0;Arkadiusz MilikFWJuventus;29;16;55.2;218.0;279.0;78.1;20.0;7.0;5;40.0;7.0;0.0;7.0;0;7.0;9.0;0.0;50.0;31.0;9.0;381.0;12;3;4;36.1;;;;;
341;Sergej Milinković-Savić;MF;Lazio;28-028;25.0;24;2100.0;23.3;4.0;8.0;7.0;0.0;4e6dbac4;Sergej Milinković-SavićMFLazio;38;9;23.7;1042.0;1393.0;74.8;62.0;40.0;24;40.9;33.0;8.0;25.0;22;62.0;31.0;0.0;45.3;78.0;44.0;1727.0;30;1;25;57.9;;;;;
342;Vanja Milinković-Savić;GK;Torino;26-035;27.0;27;2430.0;27.0;0.0;0.0;3.0;0.0;9fa26bc2;Vanja Milinković-SavićGKTorino;0;0;;703.0;1214.0;57.9;5.0;2.0;1;100.0;0.0;0.0;0.0;1;3.0;13.0;1.0;;1.0;1.0;1269.0;0;0;0;90.0;71.6;25.9;6.8;;
343;Kim Min-jae;DF;Napoli;26-132;26.0;26;2280.0;25.3;2.0;1.0;4.0;0.0;e0f8151c;Kim Min-jaeDFNapoli;8;3;37.5;1852.0;2049.0;90.4;28.0;42.0;24;85.7;34.0;25.0;9.0;30;72.0;102.0;1.0;25.0;12.0;7.0;2313.0;21;0;4;66.7;;;;;
344;Aleksei Miranchuk;MF;Torino;27-161;20.0;18;1512.0;16.8;4.0;4.0;0.0;0.0;a9aa0d1d;Aleksei MiranchukMFTorino;28;10;35.7;489.0;612.0;79.9;62.0;6.0;3;11.1;7.0;0.0;7.0;1;7.0;3.0;0.0;33.3;38.0;21.0;750.0;6;0;27;24.0;;;;;
345;Fabio Miretti;MF;Juventus;19-236;19.0;10;901.0;10.0;0.0;2.0;1.0;0.0;34693494;Fabio MirettiMFFWJuventus;17;5;29.4;279.0;391.0;71.4;38.0;18.0;7;44.4;15.0;1.0;14.0;2;20.0;10.0;0.0;35.5;31.0;20.0;531.0;16;1;18;21.1;;;;;
346;Henrikh Mkhitaryan;MF;Internazionale;34-065;24.0;18;1545.0;17.2;3.0;1.0;3.0;0.0;dd0daf32;Henrikh MkhitaryanMFInter;24;4;16.7;718.0;825.0;87.0;60.0;31.0;20;41.4;25.0;4.0;21.0;12;43.0;13.0;0.0;40.0;36.0;18.0;993.0;19;0;19;35.7;;;;;
347;Salvatore Molina;DF;Monza;31-085;5.0;1;229.0;2.5;0.0;0.0;1.0;0.0;54ab971f;Salvatore MolinaDFMonza;1;0;0.0;86.0;114.0;75.4;5.0;6.0;5;80.0;4.0;2.0;2.0;1;7.0;2.0;0.0;50.0;4.0;2.0;139.0;4;0;14;0.0;;;;;
348;Daniele Montevago;FW;Sampdoria;20-009;6.0;3;231.0;2.6;0.0;0.0;1.0;0.0;ca73910d;Daniele MontevagoFWSampdoria;7;1;14.3;23.0;40.0;57.5;7.0;1.0;0;0.0;2.0;1.0;1.0;0;1.0;1.0;0.0;0.0;9.0;4.0;79.0;8;4;1;37.8;;;;;
349;Lorenzo Montipò;GK;Hellas-Verona;27-035;26.0;26;2340.0;26.0;0.0;0.0;0.0;0.0;c1d95617;Lorenzo MontipòGKHellas Verona;0;0;;535.0;844.0;63.4;7.0;1.0;0;0.0;1.0;0.0;1.0;0;1.0;24.0;2.0;;4.0;0.0;930.0;0;0;0;50.0;68.2;11.5;4.9;;
350;Nikola Moro;MF;Bologna;25-015;15.0;7;692.0;7.7;0.0;2.0;1.0;0.0;ff579c7e;Nikola MoroMFBologna;12;1;8.3;336.0;439.0;76.5;23.0;19.0;10;42.1;8.0;1.0;7.0;4;23.0;10.0;0.0;78.6;8.0;5.0;510.0;7;0;11;70.8;;;;;
351;Dany Mota;MF;Monza;24-329;19.0;12;1172.0;13.0;3.0;0.0;1.0;0.0;efc9e31f;Dany MotaFWMFMonza;16;5;31.3;258.0;377.0;68.4;39.0;5.0;4;33.3;5.0;1.0;4.0;2;7.0;15.0;0.0;45.2;51.0;26.0;516.0;14;12;32;35.6;;;;;
352;João Moutinho;MF;Spezia;25-074;4.0;0;58.0;0.6;0.0;0.0;0.0;0.0;a0aee24e;João MoutinhoDFFWSpezia;0;0;;30.0;42.0;71.4;1.0;7.0;1;75.0;1.0;1.0;0.0;0;7.0;0.0;0.0;;0.0;0.0;51.0;1;0;3;0.0;;;;;
353;Mert Müldür;DF;Sassuolo;23-358;1.0;1;6.0;0.1;0.0;0.0;0.0;0.0;1295552e;Mert MüldürDFSassuolo;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;1.0;0;0;0;;;;;;
354;Luis Muriel;FW;Atalanta;31-345;18.0;7;775.0;8.6;1.0;2.0;2.0;2.0;eb2fe5b6;Luis MurielFWAtalanta;16;5;31.3;228.0;370.0;61.6;43.0;6.0;3;37.5;7.0;0.0;7.0;2;8.0;2.0;0.0;44.7;33.0;18.0;486.0;11;2;60;31.0;;;;;
355;Jeison Murillo;DF;Sampdoria;30-304;14.0;10;827.0;9.2;0.0;0.0;3.0;0.0;b233e8e4;Jeison MurilloDFSampdoria;1;0;0.0;358.0;443.0;80.8;6.0;19.0;10;78.9;17.0;10.0;7.0;7;26.0;28.0;0.0;50.0;7.0;1.0;531.0;11;0;1;58.1;;;;;
356;Nicola Murru;DF;Sampdoria;28-101;14.0;3;511.0;5.7;0.0;0.0;2.0;0.0;d183e9d6;Nicola MurruDFSampdoria;2;0;0.0;148.0;206.0;71.8;5.0;18.0;11;50.0;12.0;4.0;8.0;6;24.0;18.0;0.0;0.0;6.0;1.0;270.0;11;1;7;50.0;;;;;
357;Juan Musso;GK;Atalanta;28-325;21.0;21;1807.0;20.1;0.0;0.0;1.0;0.0;a111cf41;Juan MussoGKAtalanta;0;0;;464.0;619.0;75.0;1.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;10.0;1.0;;2.0;0.0;654.0;0;0;0;100.0;72.0;33.3;5.7;;
358;Joakim Mæhle;DM;Atalanta;25-311;24.0;16;1390.0;15.4;2.0;1.0;3.0;1.0;c459a650;Joakim MæhleDFMFAtalanta;20;5;25.0;801.0;984.0;81.4;56.0;22.0;11;57.7;17.0;4.0;13.0;14;36.0;14.0;0.0;34.1;28.0;17.0;1162.0;15;3;26;25.0;;;;Joakim Mæhle;1.0
359;Herculano Nabian;MF;Empoli;19-061;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;c39babc1;Herculano NabianMFEmpoli;0;0;;0.0;0.0;;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0;0;0;;;;;;
360;Michel Ndary Adopo;DM;Torino;22-251;8.0;3;255.0;2.8;0.0;0.0;1.0;0.0;599d91d0;Michel Ndary AdopoMFDFTorino;2;0;0.0;117.0;136.0;86.0;3.0;6.0;2;33.3;2.0;2.0;0.0;1;7.0;4.0;0.0;50.0;4.0;3.0;166.0;6;0;0;61.5;;;;Michel Ndary Adopo;1.0
361;Tanguy Ndombele;MF;Napoli;26-089;25.0;6;628.0;7.0;1.0;0.0;4.0;0.0;5cdddffa;Tanguy NdombeleMFNapoli;14;2;14.3;419.0;468.0;89.5;16.0;11.0;5;60.0;5.0;0.0;5.0;6;17.0;6.0;1.0;55.6;23.0;15.0;557.0;10;0;1;57.1;;;;;
362;Ilija Nestorovski;MF;Udinese;33-015;11.0;0;116.0;1.3;1.0;1.0;2.0;0.0;b1236c63;Ilija NestorovskiFWMFUdinese;3;1;33.3;25.0;34.0;73.5;1.0;1.0;0;25.0;2.0;0.0;2.0;0;1.0;2.0;0.0;100.0;3.0;0.0;46.0;4;2;0;14.3;;;;;
363;Cyril Ngonge;MF;Hellas-Verona;22-305;6.0;5;316.0;3.5;2.0;0.0;1.0;0.0;2b8360f1;Cyril NgongeMFFWHellas Verona;13;5;38.5;48.0;73.0;65.8;13.0;2.0;2;0.0;3.0;0.0;3.0;2;4.0;2.0;0.0;37.5;10.0;5.0;131.0;5;2;4;32.3;;;;;
364;Hans Nicolussi Caviglia;MF;Salernitana;22-282;7.0;5;456.0;5.1;1.0;0.0;1.0;0.0;b136c945;Hans Nicolussi CavigliaMFSalernitana;2;1;50.0;147.0;195.0;75.4;7.0;13.0;6;66.7;5.0;0.0;5.0;6;19.0;7.0;1.0;40.0;7.0;4.0;245.0;9;0;3;58.3;;;;;
365;Dimitris Nikolaou;DF;Spezia;24-226;25.0;24;2139.0;23.8;0.0;0.0;8.0;1.0;cf961d8d;Dimitris NikolaouDFSpezia;7;1;14.3;1019.0;1244.0;81.9;16.0;32.0;23;77.3;30.0;21.0;9.0;20;52.0;59.0;0.0;70.0;12.0;8.0;1437.0;15;0;7;51.4;;;;;
366;Bram Nuytinck;DF;Udinese;32-327;6.0;3;385.0;4.3;0.0;0.0;1.0;0.0;e33f36d5;Bram NuytinckDFUdinese;1;0;0.0;113.0;139.0;81.3;2.0;7.0;4;50.0;6.0;6.0;0.0;5;12.0;22.0;0.0;100.0;1.0;0.0;185.0;4;0;0;58.3;;;;;
367;Bram Nuytinck;DF;Sampdoria;32-327;12.0;12;980.0;10.9;0.0;1.0;4.0;0.0;e33f36d5;Bram NuytinckDFSampdoria;3;0;0.0;340.0;402.0;84.6;2.0;39.0;27;65.5;29.0;16.0;13.0;15;54.0;60.0;0.0;0.0;1.0;1.0;558.0;16;0;0;46.9;;;;;
368;M'Bala Nzola;FW;Spezia;26-221;23.0;22;1987.0;22.1;12.0;2.0;5.0;0.0;a4948e67;M'Bala NzolaFWSpezia;47;17;36.2;351.0;443.0;79.2;47.0;9.0;4;14.3;16.0;4.0;12.0;5;14.0;19.0;0.0;36.8;95.0;59.0;735.0;44;8;6;31.3;;;;;
369;Pedro Obiang;DM;Sassuolo;31-000;15.0;9;706.0;7.8;0.0;1.0;2.0;0.0;ba1e04b3;Pedro ObiangMFSassuolo;5;0;0.0;282.0;345.0;81.7;8.0;25.0;16;62.5;9.0;1.0;8.0;7;32.0;13.0;0.0;40.0;5.0;2.0;418.0;14;0;1;45.2;;;;Pedro Obiang;1.0
370;Guillermo Ochoa;GK;Salernitana;37-257;10.0;10;900.0;10.0;0.0;0.0;0.0;0.0;1e9bde92;Guillermo OchoaGKSalernitana;0;0;;213.0;368.0;57.9;2.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;;0.0;0.0;402.0;0;0;0;;67.9;20.0;2.7;;
371;David Okereke;MF;Cremonese;25-210;25.0;21;1779.0;19.8;5.0;0.0;4.0;0.0;d125f22f;David OkerekeFWMFCremonese;46;15;32.6;281.0;403.0;69.7;63.0;11.0;7;25.0;20.0;3.0;17.0;5;16.0;10.0;0.0;47.3;48.0;29.0;624.0;15;7;19;35.4;;;;;
372;Caleb Okoli;DF;Atalanta;21-257;13.0;9;845.0;9.4;0.0;0.0;3.0;0.0;8ec109e6;Caleb OkoliDFAtalanta;5;2;40.0;297.0;387.0;76.7;1.0;21.0;17;43.5;9.0;5.0;4.0;26;47.0;41.0;3.0;0.0;11.0;3.0;514.0;13;0;1;63.5;;;;;
373;Mathías Olivera;DF;Napoli;25-147;21.0;9;931.0;10.3;1.0;2.0;1.0;0.0;41c12f75;Mathías OliveraDFNapoli;3;1;33.3;711.0;817.0;87.0;32.0;25.0;13;51.7;15.0;2.0;13.0;12;37.0;20.0;0.0;33.3;13.0;18.0;947.0;12;0;12;44.0;;;;;
374;André Onana;GK;Internazionale;26-359;17.0;17;1530.0;17.0;0.0;0.0;1.0;0.0;e9c0c1b2;André OnanaGKInter;0;0;;565.0;704.0;80.3;5.0;0.0;0;;0.0;0.0;0.0;0;0.0;3.0;0.0;;1.0;0.0;729.0;0;0;0;100.0;76.4;41.2;4.9;;
375;Divock Origi;MF;Milan;27-343;19.0;6;699.0;7.8;2.0;1.0;1.0;0.0;43a166b4;Divock OrigiFWMFMilan;21;9;42.9;84.0;127.0;66.1;19.0;5.0;2;50.0;3.0;1.0;2.0;0;5.0;12.0;0.0;40.0;33.0;21.0;236.0;9;4;8;31.4;;;;;
376;Riccardo Orsolini;FW;Bologna;26-062;23.0;16;1533.0;17.0;7.0;3.0;4.0;1.0;e14ec482;Riccardo OrsoliniFWBologna;61;18;29.5;398.0;631.0;63.1;66.0;21.0;13;41.4;26.0;2.0;24.0;7;28.0;14.0;0.0;32.1;47.0;29.0;884.0;24;11;78;34.4;;;;;
377;Victor Osimhen;FW;Napoli;24-088;23.0;22;1903.0;21.1;21.0;4.0;4.0;0.0;8c90fd7a;Victor OsimhenFWNapoli;99;39;39.4;196.0;284.0;69.0;49.0;5.0;3;0.0;6.0;1.0;5.0;3;8.0;19.0;0.0;34.4;72.0;35.0;573.0;31;27;10;52.3;;;;;
378;Remi Oudin;FW;Lecce;26-129;20.0;2;479.0;5.3;0.0;0.0;1.0;0.0;ea02beaf;Remi OudinFWLecce;14;5;35.7;160.0;264.0;60.6;24.0;15.0;7;50.0;9.0;0.0;9.0;14;29.0;7.0;0.0;16.7;9.0;5.0;344.0;7;1;44;42.9;;;;;
379;Adam Ounas;FW;Napoli;26-136;2.0;0;15.0;0.2;0.0;0.0;0.0;0.0;ed90babd;Adam OunasFWNapoli;1;0;0.0;13.0;17.0;76.5;2.0;0.0;0;;0.0;0.0;0.0;1;1.0;0.0;0.0;100.0;0.0;0.0;19.0;0;0;0;100.0;;;;;
380;Simone Pafundi;MF;Udinese;17-041;2.0;0;11.0;0.1;0.0;0.0;0.0;0.0;8daee720;Simone PafundiMFUdinese;1;0;0.0;7.0;9.0;77.8;0.0;2.0;2;;0.0;0.0;0.0;0;2.0;0.0;0.0;100.0;0.0;2.0;13.0;0;0;0;;;;;;
381;Flavio Paoletti;DM;Sampdoria;20-070;6.0;0;103.0;1.1;0.0;0.0;0.0;0.0;3d6cee81;Flavio PaolettiMFSampdoria;0;0;;46.0;60.0;76.7;3.0;2.0;2;33.3;0.0;0.0;0.0;4;6.0;5.0;0.0;100.0;1.0;0.0;71.0;1;0;1;25.0;;;;Flavio Paoletti;1.0
382;Leandro Paredes;MF;Juventus;28-271;17.0;5;597.0;6.6;0.0;0.0;3.0;1.0;dff153a4;Leandro ParedesMFJuventus;9;1;11.1;377.0;426.0;88.5;21.0;17.0;10;56.3;4.0;0.0;4.0;9;26.0;11.0;0.0;50.0;4.0;2.0;483.0;10;0;22;50.0;;;;;
383;Fabiano Parisi;DF;Empoli;22-138;24.0;24;2027.0;22.5;2.0;0.0;6.0;1.0;0967845b;Fabiano ParisiDFEmpoli;16;2;12.5;910.0;1199.0;75.9;47.0;49.0;26;48.1;39.0;14.0;25.0;25;74.0;63.0;0.0;51.9;42.0;27.0;1514.0;23;0;44;69.6;;;;;
384;Mario Pašalić;MF;Atalanta;28-046;22.0;14;1206.0;13.4;2.0;2.0;2.0;0.0;e599253a;Mario PašalićMFFWAtalanta;21;4;19.0;386.0;472.0;81.8;34.0;20.0;9;33.3;13.0;2.0;11.0;14;34.0;9.0;0.0;25.0;23.0;20.0;608.0;19;1;3;55.1;;;;;
385;Patric;DF;Lazio;29-344;14.0;12;1075.0;11.9;0.0;0.0;1.0;0.0;f7223718;PatricDFLazio;1;0;0.0;683.0;774.0;88.2;4.0;13.0;8;70.0;17.0;12.0;5.0;10;23.0;36.0;1.0;50.0;3.0;0.0;868.0;3;0;0;22.7;;;;;
386;Rui Patrício;GK;Roma;35-040;27.0;27;2430.0;27.0;0.0;0.0;1.0;0.0;79b0d6a0;Rui PatrícioGKRoma;0;0;;541.0;706.0;76.6;2.0;1.0;1;100.0;0.0;0.0;0.0;2;3.0;5.0;2.0;;1.0;0.0;745.0;1;0;0;100.0;72.1;37.0;3.4;;
387;Pedro;FW;Lazio;35-242;25.0;13;1451.0;16.1;3.0;2.0;1.0;0.0;3ca7254a;PedroFWLazio;31;10;32.3;596.0;742.0;80.3;39.0;25.0;18;40.9;13.0;2.0;11.0;5;30.0;4.0;1.0;46.3;34.0;24.0;907.0;14;3;26;0.0;;;;;
388;Gianluca Pegolo;GK;Sassuolo;42-002;2.0;2;180.0;2.0;0.0;0.0;0.0;0.0;f058ed1f;Gianluca PegoloGKSassuolo;0;0;;64.0;77.0;83.1;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;1.0;0.0;;0.0;0.0;81.0;0;0;0;;66.7;0.0;7.1;;
389;Pietro Pellegri;FW;Torino;22-010;11.0;4;369.0;4.1;1.0;0.0;2.0;0.0;a44d3a3c;Pietro PellegriFWTorino;6;3;50.0;42.0;58.0;72.4;5.0;4.0;1;0.0;4.0;1.0;3.0;0;4.0;2.0;0.0;20.0;17.0;15.0;111.0;9;3;3;23.5;;;;;
390;Lorenzo Pellegrini;MF;Roma;26-281;22.0;22;1840.0;20.4;2.0;5.0;2.0;0.0;4a5a45c7;Lorenzo PellegriniMFRoma;38;10;26.3;608.0;810.0;75.1;89.0;37.0;20;48.4;22.0;3.0;19.0;21;58.0;14.0;0.0;41.0;40.0;22.0;1066.0;15;5;98;32.0;;;;;
391;Pepín;MF;Monza;26-225;16.0;9;861.0;9.6;0.0;1.0;4.0;0.0;7afb1573;PepínMFMonza;7;1;14.3;434.0;525.0;82.7;19.0;15.0;8;20.0;10.0;2.0;8.0;11;26.0;13.0;0.0;42.9;9.0;9.0;611.0;18;0;10;41.7;;;;;
392;Roberto Pereyra;MF;Udinese;32-079;24.0;23;1933.0;21.5;4.0;6.0;4.0;0.0;75f2c59f;Roberto PereyraDFMFUdinese;33;14;42.4;706.0;886.0;79.7;78.0;32.0;19;48.4;16.0;4.0;12.0;14;46.0;21.0;0.0;40.0;28.0;25.0;1121.0;19;2;55;25.0;;;;;
393;Nehuén Pérez;DF;Udinese;22-276;24.0;24;2018.0;22.4;1.0;0.0;5.0;1.0;f7c491f1;Nehuén PérezDFUdinese;13;6;46.2;1099.0;1292.0;85.1;24.0;55.0;27;79.5;32.0;15.0;17.0;25;80.0;87.0;1.0;37.5;13.0;9.0;1544.0;19;0;15;63.2;;;;;
394;Simone Perilli;GK;Hellas-Verona;28-079;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;b9e11c1d;Simone PerilliGKHellas Verona;0;0;;10.0;34.0;29.4;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;38.0;0;0;0;;100.0;100.0;5.3;;
395;Mattia Perin;GK;Juventus;30-137;9.0;8;768.0;8.5;0.0;0.0;0.0;0.0;4c62d0c8;Mattia PerinGKJuventus;0;0;;220.0;299.0;73.6;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;308.0;0;0;0;100.0;85.3;62.5;3.0;;
396;Samuele Perisan;GK;Empoli;25-218;3.0;3;270.0;3.0;0.0;0.0;0.0;0.0;00a17eba;Samuele PerisanGKEmpoli;0;0;;71.0;89.0;79.8;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;94.0;0;0;0;0.0;54.5;0.0;3.5;;
397;Matteo Pessina;MF;Monza;25-340;25.0;24;2063.0;22.9;3.0;2.0;5.0;0.0;780e3631;Matteo PessinaMFMonza;19;4;21.1;1172.0;1386.0;84.6;51.0;38.0;24;37.2;38.0;9.0;29.0;25;63.0;21.0;1.0;63.6;47.0;28.0;1637.0;28;1;31;56.9;;;;;
398;Andrea Petagna;FW;Monza;27-270;22.0;15;1258.0;14.0;2.0;4.0;1.0;0.0;03f946ed;Andrea PetagnaFWMonza;26;8;30.8;257.0;359.0;71.6;32.0;7.0;5;75.0;13.0;4.0;9.0;2;9.0;16.0;0.0;54.5;51.0;35.0;524.0;16;7;3;52.8;;;;;
399;Giuseppe Pezzella;DF;Lecce;25-118;11.0;8;737.0;8.2;0.0;1.0;1.0;0.0;149c5f5d;Giuseppe PezzellaDFLecce;2;0;0.0;339.0;426.0;79.6;13.0;20.0;9;56.3;9.0;2.0;7.0;6;26.0;26.0;1.0;33.3;11.0;9.0;524.0;15;1;24;57.1;;;;;
